"DateTime","Depth_m","DIC_mgL","CAR_dic"
2019-01-21 12:00:00,8,3,57.1265352756355
2019-01-21 12:00:00,9,3,57.1265352756355
2019-01-21 12:00:00,9.5,3.1,59.0307531181567
2019-02-08 12:00:00,0.1,2.7,51.413881748072
2019-02-08 12:00:00,1.6,4.8,91.4024564410169
2019-02-08 12:00:00,3.8,3.1,59.0307531181567
2019-02-08 12:00:00,5,3.1,59.0307531181567
2019-02-08 12:00:00,6.2,2.7,51.413881748072
2019-02-08 12:00:00,9,3.1,59.0307531181567
2019-03-18 12:00:00,0.1,2.6,49.5096639055508
2019-03-18 12:00:00,1.6,4.4,83.7855850709321
2019-03-18 12:00:00,3.8,2.5,47.6054460630296
2019-03-18 12:00:00,5,3.1,59.0307531181567
2019-03-18 12:00:00,6.2,2.8,53.3180995905932
2019-03-18 12:00:00,8,2.8,53.3180995905932
2019-03-18 12:00:00,9,3,57.1265352756355
2019-03-27 12:00:00,3.8,2.8,53.3180995905932
2019-04-01 12:00:00,0.1,2.8,53.3180995905932
2019-04-01 12:00:00,1.6,4.9,93.306674283538
2019-04-01 12:00:00,3.8,3.1,59.0307531181567
2019-04-01 12:00:00,6.2,3.3,62.8391888031991
2019-04-01 12:00:00,8,2.4,45.7012282205084
2019-04-01 12:00:00,9,3.4,64.7434066457203
2019-04-15 12:00:00,0.1,2.8,53.3180995905932
2019-04-15 12:00:00,1.6,4.6,87.5940207559745
2019-04-15 12:00:00,3.8,3.2,60.9349709606779
2019-04-15 12:00:00,5,2.9,55.2223174331143
2019-04-15 12:00:00,6.2,3,57.1265352756355
2019-04-15 12:00:00,8,3.1,59.0307531181567
2019-04-15 12:00:00,9,2.4,45.7012282205084
2019-04-22 12:00:00,0.1,1.5,28.5632676378178
2019-04-22 12:00:00,1.6,4.4,83.7855850709321
2019-04-22 12:00:00,3.8,2.8,53.3180995905932
2019-04-22 12:00:00,5,2,38.0843568504237
2019-04-22 12:00:00,6.2,3.2,60.9349709606779
2019-04-22 12:00:00,8,2.8,53.3180995905932
2019-04-22 12:00:00,9,3.2,60.9349709606779
2019-04-29 09:42:00,0.1,2.4,45.7012282205084
2019-04-29 09:40:00,1.6,4.5,85.6898029134533
2019-04-29 12:00:00,3.8,2.9,55.2223174331143
2019-04-29 12:00:00,5,3,57.1265352756355
2019-04-29 12:00:00,6.2,3.1,59.0307531181567
2019-04-29 12:00:00,8,2.9,55.2223174331143
2019-04-29 12:00:00,9,2.3,43.7970103779872
2019-05-06 10:15:00,0.1,2.7,51.413881748072
2019-05-06 10:28:00,1.6,4.6,87.5940207559745
2019-05-06 10:38:00,3.8,1.4,26.6590497952966
2019-05-06 10:49:00,5,3,57.1265352756355
2019-05-06 10:58:00,6.2,3.4,64.7434066457203
2019-05-06 11:08:00,8,3.2,60.9349709606779
2019-05-06 11:15:00,9,3.6,68.5518423307626
2019-05-13 11:29:00,0.1,3.3,62.8391888031991
2019-05-13 11:40:00,1.6,4.9,93.306674283538
2019-05-13 11:53:00,3.8,3.5,66.6476244882415
2019-05-13 12:03:00,5,3.2,60.9349709606779
2019-05-13 12:15:00,6.2,3.6,68.5518423307626
2019-05-13 12:25:00,8,2,38.0843568504237
2019-05-13 12:32:00,9,4.3,81.8813672284109
2019-05-16 14:10:00,1.6,4.9,93.306674283538
2019-05-20 09:45:00,0.1,3.1,59.0307531181567
2019-05-20 12:00:00,1.6,4.9,93.306674283538
2019-05-20 10:25:00,3.8,2.8,53.3180995905932
2019-05-20 10:33:00,5,3.2,60.9349709606779
2019-05-20 10:47:00,6.2,2.2,41.8927925354661
2019-05-20 10:58:00,8,1.9,36.1801390079025
2019-05-20 11:05:00,9,3.4,64.7434066457203
2019-05-23 12:42:00,1.6,4.8,91.4024564410169
2019-05-27 10:00:00,0.1,3.4,64.7434066457203
2019-05-27 10:18:00,1.6,5.1,97.1151099685804
2019-05-27 10:30:00,3.8,3.8,72.360278015805
2019-05-27 10:44:00,5,2.8,53.3180995905932
2019-05-27 11:04:00,6.2,3.2,60.9349709606779
2019-05-27 11:16:00,8,3.4,64.7434066457203
2019-05-27 11:33:00,9,3.5,66.6476244882415
2019-05-30 09:49:00,0.1,2.3,43.7970103779872
2019-05-30 12:00:00,1.6,5.2,99.0193278111016
2019-06-03 09:38:00,0.1,3.2,60.9349709606779
2019-06-03 10:13:00,1.6,5.3,100.923545653623
2019-06-03 10:25:00,3.8,3.3,62.8391888031991
2019-06-03 10:45:00,5,1.9,36.1801390079025
2019-06-03 11:00:00,6.2,2.9,55.2223174331143
2019-06-03 11:22:00,8,1.7,32.3717033228601
2019-06-03 11:31:00,9,2.9,55.2223174331143
2019-06-06 10:30:00,1.6,5.3,100.923545653623
2019-06-08 12:00:00,0.1,1.9,36.1801390079025
2019-06-10 10:10:00,0.1,2.3,43.7970103779872
2019-06-10 10:25:00,1.6,5.4,102.827763496144
2019-06-10 10:56:00,5,2.9,55.2223174331143
2019-06-10 11:18:00,6.2,3.1,59.0307531181567
2019-06-10 11:30:00,8,3.2,60.9349709606779
2019-06-10 11:43:00,9,3,57.1265352756355
2019-06-13 13:30:00,1.6,5.1,97.1151099685804
2019-06-17 10:00:00,0.1,2.9,55.2223174331143
2019-06-17 10:26:00,1.6,5.1,97.1151099685804
2019-06-17 10:36:00,3.8,3,57.1265352756355
2019-06-17 11:06:00,5,3.2,60.9349709606779
2019-06-17 11:19:00,6.2,3.9,74.2644958583262
2019-06-17 11:34:00,8,3.3,62.8391888031991
2019-06-17 11:48:00,9,3.7,70.4560601732838
2019-06-20 15:25:00,1.6,5.5,104.731981338665
2019-06-24 10:07:00,0.1,3.1,59.0307531181567
2019-06-24 10:25:00,1.6,5.4,102.827763496144
2019-06-24 10:41:00,3.8,3.6,68.5518423307626
2019-06-24 11:18:00,6.2,3.4,64.7434066457203
2019-06-24 11:38:00,8,4.4,83.7855850709321
2019-06-24 23:56:00,9,3.9,74.2644958583262
2019-06-27 09:45:00,0.1,5.2,99.0193278111016
2019-06-27 10:00:00,1.6,5.3,100.923545653623
2019-06-27 10:04:00,5,3.7,70.4560601732838
2019-06-27 12:00:00,8,4.3,81.8813672284109
2019-06-27 10:08:00,9,4.3,81.8813672284109
2019-07-01 09:48:00,0.1,3.2,60.9349709606779
2019-07-01 10:07:00,1.6,5.5,104.731981338665
2019-07-01 10:18:00,3.8,1.8,34.2759211653813
2019-07-01 10:33:00,5,2.9,55.2223174331143
2019-07-01 10:44:00,6.2,3.5,66.6476244882415
2019-07-01 11:01:00,8,4,76.1687137008474
2019-07-01 11:14:00,9,3.4,64.7434066457203
2019-07-03 10:11:00,1.6,5.4,102.827763496144
2019-07-08 10:20:00,1.6,5.5,104.731981338665
2019-07-08 10:34:00,3.8,2.7,51.413881748072
2019-07-08 10:54:00,5,3.7,70.4560601732838
2019-07-08 11:58:00,6.2,3,57.1265352756355
2019-07-08 11:24:00,8,4.6,87.5940207559745
2019-07-08 11:37:00,9,4.6,87.5940207559745
2019-07-11 12:00:00,6.2,1.8,34.2759211653813
2019-07-11 12:00:00,9,3.7,70.4560601732838
2019-07-15 09:50:00,0.1,3.5,66.6476244882415
2019-07-15 10:09:00,1.6,5.9,112.34885270875
2019-07-15 10:20:00,3.8,1.8,34.2759211653813
2019-07-15 10:37:00,5,2.8,53.3180995905932
2019-07-15 10:52:00,6.2,4.5,85.6898029134533
2019-07-15 11:11:00,8,2.8,53.3180995905932
2019-07-15 11:20:00,9,4.5,85.6898029134533
2019-07-18 09:53:00,0.1,3.4,64.7434066457203
2019-07-18 10:07:00,1.6,5.8,110.444634866229
2019-07-18 12:00:00,9,4.7,89.4982385984957
2019-07-22 10:05:00,0.1,3.3,62.8391888031991
2019-07-22 10:22:00,1.6,5.7,108.540417023708
2019-07-22 10:41:00,3.8,4.1,78.0729315433686
2019-07-22 11:06:00,5,3.8,72.360278015805
2019-07-22 11:30:00,6.2,3.9,74.2644958583262
2019-07-22 11:45:00,8,4,76.1687137008474
2019-07-22 12:04:00,9,3.5,66.6476244882415
2019-07-25 12:00:00,1.6,5.9,112.34885270875
2019-07-29 10:17:00,0.1,3,57.1265352756355
2019-07-29 10:38:00,1.6,6.1,116.157288393792
2019-07-29 10:52:00,3.8,3.2,60.9349709606779
2019-07-29 11:00:00,5,4.3,81.8813672284109
2019-07-29 11:10:00,6.2,3.9,74.2644958583262
2019-07-29 11:22:00,8,2.3,43.7970103779872
2019-07-29 11:30:00,9,4.8,91.4024564410169
2019-08-01 10:03:00,1.6,5.9,112.34885270875
2019-08-05 09:44:00,0.1,2.8,53.3180995905932
2019-08-05 09:59:00,1.6,5.9,112.34885270875
2019-08-05 10:08:00,3.8,4,76.1687137008474
2019-08-05 10:27:00,5,4.7,89.4982385984957
2019-08-05 10:35:00,6.2,5.1,97.1151099685804
2019-08-05 10:42:00,8,5,95.2108921260592
2019-08-05 10:50:00,9,6.4,121.869941921356
2019-08-08 10:14:00,1.6,6,114.253070551271
2019-08-12 09:50:00,0.1,3.6,68.5518423307626
2019-08-12 10:08:00,1.6,6.1,116.157288393792
2019-08-12 10:22:00,3.8,4.1,78.0729315433686
2019-08-12 10:36:00,5,4.3,81.8813672284109
2019-08-12 10:49:00,6.2,3.6,68.5518423307626
2019-08-12 10:57:00,8,5,95.2108921260592
2019-08-12 11:07:00,9,5.1,97.1151099685804
2019-08-14 13:43:00,0.1,3.4,64.7434066457203
2019-08-14 13:57:00,1.6,5.8,110.444634866229
2019-08-14 14:02:00,5,4.9,93.306674283538
2019-08-14 14:10:00,9,4.8,91.4024564410169
2019-08-19 10:05:00,1.6,5.8,110.444634866229
2019-08-19 10:21:00,3.8,4.3,81.8813672284109
2019-08-19 10:36:00,5,4.3,81.8813672284109
2019-08-19 11:01:00,8,5,95.2108921260592
2019-08-19 11:14:00,9,4.8,91.4024564410169
2019-08-22 12:00:00,0.1,3.2,60.9349709606779
2019-08-22 14:48:00,5,4.1,78.0729315433686
2019-08-22 14:52:00,9,5.7,108.540417023708
2019-08-28 11:50:00,0.1,3.5,66.6476244882415
2019-08-28 12:12:00,1.6,2.9,55.2223174331143
2019-08-28 12:23:00,3.8,4,76.1687137008474
2019-08-28 12:43:00,5,4.6,87.5940207559745
2019-08-28 12:50:00,6.2,4.3,81.8813672284109
2019-08-28 13:06:00,8,5.2,99.0193278111016
2019-08-28 13:18:00,9,5.7,108.540417023708
2019-09-02 09:39:00,0.1,3.7,70.4560601732838
2019-09-02 09:52:00,1.6,3.7,70.4560601732838
2019-09-02 10:18:00,5,4,76.1687137008474
2019-09-02 10:38:00,6.2,5.3,100.923545653623
2019-09-02 10:45:00,8,5.4,102.827763496144
2019-09-02 10:50:00,9,6,114.253070551271
2019-09-11 10:10:00,0.1,3.4,64.7434066457203
2019-09-11 10:42:00,3.8,4.3,81.8813672284109
2019-09-11 11:18:00,5,5,95.2108921260592
2019-09-11 10:54:00,6.2,4.9,93.306674283538
2019-09-11 11:34:00,8,5.8,110.444634866229
2019-09-11 11:44:00,9,5.7,108.540417023708
2019-09-20 16:52:00,0.1,4,76.1687137008474
2019-09-20 13:02:00,1.6,4.1,78.0729315433686
2019-09-20 13:35:00,3.8,4.5,85.6898029134533
2019-09-20 13:40:00,5,4.3,81.8813672284109
2019-09-20 13:50:00,6.2,5.8,110.444634866229
2019-09-20 13:55:00,8,5.8,110.444634866229
2019-09-20 14:05:00,9,5.8,110.444634866229
2019-09-27 12:00:00,0.1,3.8,72.360278015805
2019-09-27 12:00:00,3.8,4.6,87.5940207559745
2019-09-27 12:00:00,5,4.7,89.4982385984957
2019-09-27 12:00:00,6.2,4.7,89.4982385984957
2019-09-27 12:00:00,8,5.9,112.34885270875
2019-09-27 12:00:00,9,5.9,112.34885270875
2019-10-04 10:12:00,0.1,3.6,68.5518423307626
2019-10-04 10:33:00,1.6,3.8,72.360278015805
2019-10-04 10:44:00,3.8,4.8,91.4024564410169
2019-10-04 11:00:00,5,5.5,104.731981338665
2019-10-04 11:10:00,6.2,5.3,100.923545653623
2019-10-04 11:33:00,8,6.2,118.061506236313
2019-10-04 11:54:00,9,5.2,99.0193278111016
2019-10-11 11:45:00,0.1,4,76.1687137008474
2019-10-11 12:00:00,1.6,3.5,66.6476244882415
2019-10-11 12:28:00,3.8,4.4,83.7855850709321
2019-10-11 12:48:00,5,4.8,91.4024564410169
2019-10-11 12:59:00,6.2,6.3,119.965724078835
2019-10-11 13:59:00,8,6.1,116.157288393792
2019-10-11 14:14:00,9,6.3,119.965724078835
2019-10-15 12:00:00,1.6,4.3,81.8813672284109
2019-10-16 10:01:00,0.1,3.7,70.4560601732838
2019-10-16 10:33:00,1.6,3.4,64.7434066457203
2019-10-16 10:53:00,3.8,4.2,79.9771493858897
2019-10-16 11:07:00,5,4,76.1687137008474
2019-10-16 11:27:00,6.2,6,114.253070551271
2019-10-16 11:45:00,8,6,114.253070551271
2019-10-16 12:00:00,9,6.3,119.965724078835
2019-10-23 09:55:00,0.1,4.3,81.8813672284109
2019-10-23 10:30:00,1.6,4.3,81.8813672284109
2019-10-23 10:50:00,3.8,3.4,64.7434066457203
2019-10-23 11:05:00,5,4,76.1687137008474
2019-10-23 11:19:00,6.2,5.3,100.923545653623
2019-10-23 11:30:00,8,5.7,108.540417023708
2019-10-23 11:45:00,9,6.1,116.157288393792
2019-10-25 11:57:00,0.1,3.4,64.7434066457203
2019-10-25 12:09:00,1.6,4.2,79.9771493858897
2019-10-25 12:23:00,5,4.5,85.6898029134533
2019-10-25 12:41:00,9,5.3,100.923545653623
2019-10-28 13:15:00,0.1,0.1,1.90421784252118
2019-10-28 13:25:00,1.6,1,19.0421784252118
2019-10-28 13:34:00,5,2.1,39.9885746929449
2019-10-28 13:41:00,9,4.8,91.4024564410169
2019-10-30 10:35:00,0.1,3.9,74.2644958583262
2019-10-30 10:47:00,1.6,4.2,79.9771493858897
2019-10-30 10:57:00,3.8,4.4,83.7855850709321
2019-10-30 11:06:00,5,4.7,89.4982385984957
2019-10-30 11:27:00,6.2,4.8,91.4024564410169
2019-10-30 11:40:00,8,4.8,91.4024564410169
2019-10-30 12:00:00,9,3.8,72.360278015805
2019-11-08 12:50:00,0.1,4.3,81.8813672284109
2019-11-08 13:30:00,1.6,4.6,87.5940207559745
2019-11-08 14:05:00,3.8,4.2,79.9771493858897
2019-11-08 14:50:00,5,4.1,78.0729315433686
2019-11-08 15:09:00,6.2,4.4,83.7855850709321
2019-11-08 15:15:00,8,4.2,79.9771493858897
2019-11-08 15:32:00,9,4.2,79.9771493858897
2019-11-20 10:55:00,0.1,4.1,78.0729315433686
2019-11-20 11:42:00,3.8,4.1,78.0729315433686
2019-11-20 11:58:00,5,4.1,78.0729315433686
2019-11-20 12:35:00,6.2,4,76.1687137008474
2019-11-20 12:55:00,8,4,76.1687137008474
2019-11-20 13:30:00,9,4.1,78.0729315433686
